,CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size,Annual Income ($)-binned
29,30,Female,0.23232323232323232,0.1052775642982724,87,Artist,0.29411764705882354,0.4444444444444444,Low
30,31,Male,0.6060606060606061,0.20529125038163118,4,Artist,0.0,0.3333333333333333,Low
31,32,Female,0.21212121212121213,0.17897185930706308,73,Doctor,0.058823529411764705,0.2222222222222222,Low
32,33,Male,0.5353535353535354,0.31056881467990355,4,Healthcare,0.058823529411764705,0.3333333333333333,Low
33,34,Male,0.18181818181818182,0.3263604493246444,92,Homemaker,0.5294117647058824,0.7777777777777778,Low
34,35,Female,0.494949494949495,0.4790129175571394,14,Lawyer,0.058823529411764705,0.2222222222222222,Medium
35,36,Female,0.21212121212121213,0.5000684304167938,81,Healthcare,0.17647058823529413,0.4444444444444444,Medium
36,37,Female,0.42424242424242425,0.07369429500879068,17,Doctor,0.29411764705882354,0.1111111111111111,Low
37,38,Female,0.30303030303030304,0.3263604493246444,73,Healthcare,0.058823529411764705,0.5555555555555556,Low
38,39,Female,0.36363636363636365,0.04737490393422258,26,Artist,0.47058823529411764,0.2222222222222222,Low
39,40,Female,0.20202020202020202,0.36320759682903975,75,Artist,0.47058823529411764,0.2222222222222222,Medium
40,41,Female,0.6565656565656566,0.1315969553728405,35,Artist,0.23529411764705882,0.1111111111111111,Low
41,42,Male,0.24242424242424243,0.4474296482676577,92,Healthcare,0.0,0.2222222222222222,Medium
42,43,Male,0.48484848484848486,0.11580532072809964,36,Artist,0.8235294117647058,0.3333333333333333,Low
43,44,Female,0.31313131313131315,0.17370798109214944,61,Artist,0.058823529411764705,0.2222222222222222,Low
44,45,Female,0.494949494949495,0.3789992314737806,28,Engineer,0.47058823529411764,0.1111111111111111,Medium
45,46,Female,0.24242424242424243,0.01579163464474086,65,Lawyer,0.23529411764705882,0.2222222222222222,Low
46,47,Female,0.5050505050505051,0.2737216671755082,55,Artist,0.0,0.4444444444444444,Low
47,48,Female,0.2727272727272727,0.373735353258867,47,Healthcare,0.7058823529411765,0.1111111111111111,Medium
48,49,Female,0.29292929292929293,0.41058250076326236,42,Healthcare,0.0,0.4444444444444444,Medium
49,50,Female,0.31313131313131315,0.1315969553728405,42,Engineer,0.058823529411764705,0.1111111111111111,Low
50,51,Female,0.494949494949495,0.46322128291239856,52,Artist,0.058823529411764705,0.2222222222222222,Medium
51,52,Male,0.3333333333333333,0.5105961868466211,60,Artist,0.058823529411764705,0.2222222222222222,Medium
52,53,Female,0.31313131313131315,0.38952698790360785,54,Artist,0.058823529411764705,0.1111111111111111,Medium
53,54,Male,0.5959595959595959,0.35794371861412616,60,Entertainment,0.0,0.2222222222222222,Medium
54,55,Female,0.5050505050505051,0.09474980786844515,45,Marketing,0.058823529411764705,0.1111111111111111,Low
55,56,Male,0.47474747474747475,0.5000684304167938,41,Artist,0.8235294117647058,0.2222222222222222,Medium
56,57,Female,0.5151515151515151,0.373735353258867,50,Healthcare,0.5294117647058824,0.4444444444444444,Medium
57,58,Male,0.696969696969697,0.042111025719308956,46,Doctor,0.47058823529411764,0.2222222222222222,Low
58,59,Female,0.2727272727272727,0.3000410582500763,51,Artist,0.058823529411764705,0.3333333333333333,Low
59,60,Male,0.5353535353535354,0.46848516112731214,46,Lawyer,0.058823529411764705,0.6666666666666666,Medium
60,61,Male,0.7070707070707071,0.44216577005274404,56,Artist,0.0,0.2222222222222222,Medium
61,62,Male,0.1919191919191919,0.263193910745681,55,Artist,0.5294117647058824,0.2222222222222222,Low
62,63,Female,0.6767676767676768,0.263193910745681,52,Lawyer,0.0,0.3333333333333333,Low
63,64,Female,0.5454545454545454,0.25266615431585376,59,Lawyer,0.058823529411764705,0.2222222222222222,Low
64,65,Male,0.6363636363636364,0.33162432753955806,51,Lawyer,0.4117647058823529,0.2222222222222222,Low
65,66,Male,0.18181818181818182,0.04737490393422258,59,Entertainment,0.0,0.2222222222222222,Low
66,67,Female,0.43434343434343436,0.01579163464474086,50,Doctor,0.0,0.2222222222222222,Low
67,68,Female,0.6868686868686869,0.4316380136229168,48,Artist,0.47058823529411764,0.4444444444444444,Medium
68,69,Male,0.1919191919191919,0.4263741354080032,59,Artist,0.0,0.4444444444444444,Medium
69,70,Female,0.32323232323232326,0.5105961868466211,47,Homemaker,0.11764705882352941,0.2222222222222222,Medium
70,71,Male,0.7070707070707071,0.4790129175571394,55,Healthcare,0.47058823529411764,0.2222222222222222,Medium
71,72,Female,0.47474747474747475,0.04737490393422258,42,Entertainment,0.47058823529411764,0.2222222222222222,Low
72,73,Female,0.6060606060606061,0.23161064145619928,49,Artist,0.0,0.5555555555555556,Low
73,74,Female,0.6060606060606061,0.0526387821491362,56,Healthcare,0.47058823529411764,0.4444444444444444,Low
74,75,Male,0.5959595959595959,0.46848516112731214,47,Artist,0.0,0.4444444444444444,Medium
75,76,Male,0.26262626262626265,0.25793003253076735,54,Homemaker,0.0,0.3333333333333333,Low
76,77,Female,0.45454545454545453,0.3526798403992125,53,Doctor,0.0,0.2222222222222222,Medium
77,78,Male,0.40404040404040403,0.5211239432764484,48,Artist,0.23529411764705882,0.3333333333333333,Medium
78,79,Female,0.23232323232323232,0.5105961868466211,52,Engineer,0.11764705882352941,0.2222222222222222,Medium
79,80,Female,0.494949494949495,0.5158600650615347,42,Artist,0.058823529411764705,0.1111111111111111,Medium
80,81,Male,0.5757575757575758,0.2737216671755082,51,Healthcare,0.0,0.4444444444444444,Low
81,82,Male,0.3838383838383838,0.32109657110973083,55,Healthcare,0.35294117647058826,0.3333333333333333,Low
82,83,Male,0.6767676767676768,0.6316653857896344,41,Artist,0.47058823529411764,0.1111111111111111,Medium
83,84,Female,0.46464646464646464,0.17897185930706308,44,Entertainment,0.47058823529411764,0.4444444444444444,Low
84,85,Female,0.21212121212121213,0.12633307715792688,57,Marketing,0.058823529411764705,0.3333333333333333,Low
85,86,Male,0.48484848484848486,0.1631802246623222,46,Healthcare,0.4117647058823529,0.5555555555555556,Low
86,87,Female,0.5555555555555556,0.05790266036404982,58,Artist,0.0,0.3333333333333333,Low
87,88,Female,0.2222222222222222,0.2895133018202491,55,Artist,0.29411764705882354,0.2222222222222222,Low
88,89,Female,0.3434343434343434,0.4000547443334351,60,Entertainment,0.4117647058823529,0.3333333333333333,Medium
89,90,Female,0.5050505050505051,0.29477718003516273,46,Doctor,0.0,0.2222222222222222,Low
90,91,Female,0.6868686868686869,0.2421383978860265,55,Entertainment,0.0,0.3333333333333333,Low
91,92,Male,0.18181818181818182,0.1894996157368903,41,Artist,0.058823529411764705,0.4444444444444444,Low
92,93,Male,0.48484848484848486,0.46322128291239856,49,Artist,0.058823529411764705,0.2222222222222222,Medium
93,94,Female,0.40404040404040403,0.1631802246623222,40,Entertainment,0.058823529411764705,0.2222222222222222,Low
94,95,Female,0.32323232323232326,0.12633307715792688,42,Artist,0.0,0.1111111111111111,Low
95,96,Male,0.24242424242424243,0.4211102571930896,52,Artist,0.5882352941176471,0.1111111111111111,Medium
96,97,Female,0.47474747474747475,0.010527756429827239,47,Artist,0.0,0.1111111111111111,Low
97,98,Female,0.2727272727272727,0.3526798403992125,50,Artist,0.0,0.2222222222222222,Medium
98,99,Male,0.48484848484848486,0.30530493646498996,42,Doctor,0.058823529411764705,0.2222222222222222,Low
99,100,Male,0.20202020202020202,0.4211102571930896,49,Engineer,0.17647058823529413,0.3333333333333333,Medium
100,101,Female,0.23232323232323232,0.3421520839693853,41,Artist,0.0,0.4444444444444444,Medium
101,102,Female,0.494949494949495,0.021055512859654478,48,Executive,0.058823529411764705,0.7777777777777778,Low
102,103,Male,0.6767676767676768,0.5158600650615347,59,Artist,0.0,0.3333333333333333,Medium
103,104,Male,0.26262626262626265,0.2737216671755082,55,Executive,0.0,0.5555555555555556,Low
104,105,Male,0.494949494949495,0.4526935264825713,56,Healthcare,0.5882352941176471,0.2222222222222222,Medium
105,106,Female,0.21212121212121213,0.4316380136229168,42,Doctor,0.058823529411764705,0.2222222222222222,Medium
106,107,Female,0.6666666666666666,0.22634676324128564,50,Homemaker,0.17647058823529413,0.2222222222222222,Low
107,108,Male,0.5454545454545454,0.41058250076326236,46,Lawyer,0.058823529411764705,0.1111111111111111,Medium
108,109,Male,0.6868686868686869,0.06843041679387706,43,Healthcare,0.35294117647058826,0.5555555555555556,Low
109,110,Male,0.6666666666666666,0.06843041679387706,48,Healthcare,0.5294117647058824,0.3333333333333333,Low
110,111,Male,0.6565656565656566,0.17897185930706308,52,Entertainment,0.23529411764705882,0.4444444444444444,Low
111,112,Female,0.1919191919191919,0.1315969553728405,54,Artist,0.0,0.1111111111111111,Low
112,113,Female,0.3838383838383838,0.373735353258867,42,Doctor,0.058823529411764705,0.5555555555555556,Medium
113,114,Male,0.1919191919191919,0.010527756429827239,46,Artist,0.058823529411764705,0.1111111111111111,Low
114,115,Female,0.18181818181818182,0.5105961868466211,48,Executive,0.0,0.3333333333333333,Medium
115,116,Female,0.1919191919191919,0.26845778896059463,50,Executive,0.47058823529411764,0.4444444444444444,Low
116,117,Female,0.6363636363636364,0.04737490393422258,43,Lawyer,0.058823529411764705,0.1111111111111111,Low
117,118,Female,0.494949494949495,0.41584637897817595,59,Artist,0.0,0.2222222222222222,Medium
118,119,Female,0.5151515151515151,0.44216577005274404,43,Artist,0.11764705882352941,0.7777777777777778,Medium
119,120,Female,0.5050505050505051,0.4579574046974849,57,Artist,0.058823529411764705,0.2222222222222222,Medium
120,121,Male,0.2727272727272727,0.1894996157368903,56,Executive,0.0,0.3333333333333333,Low
121,122,Female,0.3838383838383838,0.263193910745681,40,Executive,0.058823529411764705,0.4444444444444444,Low
122,123,Female,0.40404040404040403,0.5105961868466211,58,Engineer,0.5294117647058824,0.4444444444444444,Medium
123,124,Male,0.3939393939393939,0.03158326928948172,91,Healthcare,0.058823529411764705,0.3333333333333333,Low
124,125,Female,0.23232323232323232,0.06316653857896344,29,Entertainment,0.5294117647058824,0.2222222222222222,Low
125,126,Female,0.31313131313131315,0.2421383978860265,77,Marketing,0.058823529411764705,0.2222222222222222,Low
126,127,Male,0.43434343434343436,0.46848516112731214,35,Engineer,0.0,0.7777777777777778,Medium
127,128,Male,0.40404040404040403,0.021055512859654478,95,Artist,0.0,0.2222222222222222,Low
128,129,Male,0.5959595959595959,0.20002737216671754,11,Engineer,0.0,0.2222222222222222,Low
129,130,Male,0.3838383838383838,0.33688820575447165,75,Entertainment,0.47058823529411764,0.5555555555555556,Medium
130,131,Male,0.47474747474747475,0.3474159621842989,9,Executive,0.5294117647058824,0.5555555555555556,Medium
131,132,Male,0.3939393939393939,0.1368608335877541,75,Lawyer,0.0,0.2222222222222222,Low
132,133,Female,0.25252525252525254,0.2158190068114584,34,Healthcare,0.35294117647058826,0.4444444444444444,Low
133,134,Female,0.31313131313131315,0.2368745196711129,71,Artist,0.29411764705882354,0.1111111111111111,Low
134,135,Male,0.20202020202020202,0.46848516112731214,5,Engineer,0.058823529411764705,0.2222222222222222,Medium
135,136,Female,0.29292929292929293,0.484276795772053,88,Executive,0.29411764705882354,0.5555555555555556,Medium
136,137,Female,0.4444444444444444,0.4000547443334351,7,Artist,0.29411764705882354,0.2222222222222222,Medium
137,138,Male,0.32323232323232326,0.4474296482676577,73,Artist,0.17647058823529413,0.4444444444444444,Medium
138,139,Male,0.1919191919191919,0.11580532072809964,10,Marketing,0.47058823529411764,0.4444444444444444,Low
139,140,Female,0.35353535353535354,0.0789581732237043,72,Artist,0.23529411764705882,0.4444444444444444,Low
140,141,Female,0.5757575757575758,0.16844410287723582,5,Engineer,0.0,0.2222222222222222,Low
141,142,Male,0.32323232323232326,0.3474159621842989,93,Artist,0.0,0.5555555555555556,Medium
142,143,Female,0.2828282828282828,0.3263604493246444,40,Doctor,0.29411764705882354,0.3333333333333333,Low
143,144,Female,0.32323232323232326,0.4474296482676577,87,Lawyer,0.058823529411764705,0.2222222222222222,Medium
144,145,Male,0.25252525252525254,0.373735353258867,12,Engineer,0.0,0.5555555555555556,Medium
145,146,Male,0.2828282828282828,0.1368608335877541,97,Marketing,0.47058823529411764,0.5555555555555556,Low
146,147,Male,0.48484848484848486,0.2737216671755082,36,Engineer,0.5294117647058824,0.2222222222222222,Low
147,148,Female,0.32323232323232326,0.20002737216671754,74,Lawyer,0.058823529411764705,0.1111111111111111,Low
148,149,Female,0.3434343434343434,0.26845778896059463,22,Healthcare,0.4117647058823529,0.4444444444444444,Low
149,150,Male,0.3434343434343434,0.4737490393422258,90,Artist,0.35294117647058826,0.3333333333333333,Medium
150,151,Male,0.43434343434343436,0.1579163464474086,17,Lawyer,0.0,1.0,Low
151,152,Male,0.3939393939393939,0.2158190068114584,88,Engineer,0.0,0.1111111111111111,Low
152,153,Female,0.4444444444444444,0.08948592965353154,20,Engineer,0.0,0.2222222222222222,Low
153,154,Female,0.3838383838383838,0.484276795772053,76,Artist,0.11764705882352941,0.2222222222222222,Medium
154,155,Female,0.47474747474747475,0.4211102571930896,16,Healthcare,0.0,0.4444444444444444,Medium
155,156,Female,0.2727272727272727,0.0526387821491362,89,Marketing,0.47058823529411764,0.4444444444444444,Low
156,157,Male,0.37373737373737376,0.08422205143861791,1,Executive,0.058823529411764705,0.1111111111111111,Low
157,158,Female,0.30303030303030304,0.4579574046974849,78,Artist,0.17647058823529413,0.4444444444444444,Medium
158,159,Male,0.3434343434343434,0.3474159621842989,1,Lawyer,0.058823529411764705,0.2222222222222222,Medium
159,160,Female,0.30303030303030304,0.4526935264825713,73,Artist,0.17647058823529413,0.3333333333333333,Medium
160,161,Female,0.5656565656565656,0.04737490393422258,35,Artist,0.058823529411764705,0.1111111111111111,Low
161,162,Female,0.29292929292929293,0.263193910745681,83,Healthcare,0.058823529411764705,0.5555555555555556,Low
162,163,Male,0.1919191919191919,0.1842357375219767,5,Executive,0.0,0.5555555555555556,Low
163,164,Female,0.31313131313131315,0.30530493646498996,93,Healthcare,0.058823529411764705,0.5555555555555556,Low
164,165,Male,0.5050505050505051,0.24740227610094012,26,Doctor,0.0,0.2222222222222222,Low
165,166,Female,0.36363636363636365,0.28424942360533545,75,Artist,0.29411764705882354,0.3333333333333333,Low
166,167,Male,0.42424242424242425,0.41584637897817595,20,Homemaker,0.5294117647058824,0.3333333333333333,Medium
167,168,Female,0.3333333333333333,0.43690189183783046,95,Artist,0.0,0.5555555555555556,Medium
168,169,Female,0.36363636363636365,0.3000410582500763,27,Artist,0.0,0.3333333333333333,Low
169,170,Male,0.32323232323232326,0.0,63,Artist,0.11764705882352941,0.2222222222222222,Low
170,171,Male,0.40404040404040403,0.36320759682903975,13,Artist,0.17647058823529413,0.5555555555555556,Medium
171,172,Male,0.2828282828282828,0.021055512859654478,75,Executive,0.0,0.2222222222222222,Low
172,173,Male,0.36363636363636365,0.41584637897817595,10,Lawyer,0.0,0.2222222222222222,Medium
173,174,Male,0.36363636363636365,0.5211239432764484,92,Artist,0.29411764705882354,0.2222222222222222,Medium
174,175,Female,0.5252525252525253,0.1052775642982724,13,Lawyer,0.0,0.2222222222222222,Low
175,176,Female,0.30303030303030304,0.14738859001758137,86,Artist,0.17647058823529413,0.4444444444444444,Low
176,177,Male,0.5858585858585859,0.15265246823249498,15,Engineer,0.6470588235294118,0.1111111111111111,Low
177,178,Male,0.2727272727272727,0.2368745196711129,69,Healthcare,0.11764705882352941,0.6666666666666666,Low
178,179,Male,0.5959595959595959,0.4526935264825713,14,Healthcare,0.23529411764705882,0.3333333333333333,Medium
179,180,Male,0.35353535353535354,0.22108288502637202,90,Engineer,0.47058823529411764,0.1111111111111111,Low
180,181,Female,0.37373737373737376,0.31056881467990355,32,Artist,0.4117647058823529,0.2222222222222222,Low
181,182,Female,0.32323232323232326,0.32109657110973083,86,Entertainment,0.4117647058823529,0.5555555555555556,Low
182,183,Male,0.46464646464646464,0.05790266036404982,15,Artist,0.4117647058823529,0.1111111111111111,Low
183,184,Female,0.29292929292929293,0.3474159621842989,88,Artist,0.23529411764705882,0.4444444444444444,Medium
184,185,Female,0.41414141414141414,0.20529125038163118,39,Artist,0.058823529411764705,0.1111111111111111,Low
185,186,Male,0.30303030303030304,0.3789992314737806,97,Artist,0.35294117647058826,0.2222222222222222,Medium
186,187,Female,0.5454545454545454,0.07369429500879068,24,Lawyer,0.058823529411764705,0.2222222222222222,Low
187,188,Male,0.2828282828282828,0.23161064145619928,68,Doctor,0.29411764705882354,0.3333333333333333,Low
188,189,Female,0.41414141414141414,0.4000547443334351,17,Engineer,0.47058823529411764,0.2222222222222222,Medium
189,190,Female,0.36363636363636365,0.5000684304167938,85,Artist,0.23529411764705882,0.2222222222222222,Medium
190,191,Female,0.3434343434343434,0.484276795772053,23,Artist,0.29411764705882354,0.3333333333333333,Medium
191,192,Female,0.32323232323232326,0.5158600650615347,69,Artist,0.47058823529411764,0.2222222222222222,Medium
192,193,Male,0.3333333333333333,0.5053323086317075,8,Executive,0.5294117647058824,0.2222222222222222,Medium
193,194,Female,0.3838383838383838,0.2368745196711129,91,Artist,0.5882352941176471,0.4444444444444444,Low
194,195,Female,0.47474747474747475,0.042111025719308956,16,Artist,0.4117647058823529,0.2222222222222222,Low
195,196,Female,0.35353535353535354,0.2421383978860265,79,Executive,0.058823529411764705,0.3333333333333333,Low
196,197,Female,0.45454545454545453,0.41058250076326236,28,Artist,0.0,0.2222222222222222,Medium
197,198,Male,0.32323232323232326,0.021055512859654478,74,Artist,0.058823529411764705,0.5555555555555556,Low
198,199,Male,0.32323232323232326,0.4263741354080032,18,Executive,0.058823529411764705,0.2222222222222222,Medium
199,200,Male,0.30303030303030304,0.17370798109214944,83,Artist,0.23529411764705882,0.2222222222222222,Low
200,201,Female,0.21212121212121213,0.2105551285965448,10,Healthcare,0.0,0.3333333333333333,Low
201,202,Male,0.3434343434343434,0.4474296482676577,16,Healthcare,0.5294117647058824,0.3333333333333333,Medium
202,203,Female,0.16161616161616163,0.3158326928948172,0,Engineer,0.35294117647058826,0.8888888888888888,Low
203,204,Female,0.7676767676767676,0.3158326928948172,39,Healthcare,0.23529411764705882,0.2222222222222222,Low
204,205,Female,0.6262626262626263,0.33162432753955806,59,Entertainment,0.0,0.2222222222222222,Low
205,206,Female,0.6363636363636364,0.0526387821491362,52,Healthcare,0.47058823529411764,0.3333333333333333,Low
206,207,Female,0.1919191919191919,0.2895133018202491,61,Healthcare,0.0,0.3333333333333333,Low
207,208,Male,0.46464646464646464,0.48954067398696666,12,Artist,0.11764705882352941,0.1111111111111111,Medium
208,209,Female,0.48484848484848486,0.0789581732237043,7,Doctor,0.0,0.2222222222222222,Low
209,210,Female,0.8080808080808081,0.20529125038163118,33,Engineer,0.5294117647058824,0.4444444444444444,Low
210,211,Female,0.010101010101010102,0.3000410582500763,93,Engineer,0.058823529411764705,0.2222222222222222,Low
211,212,Female,0.0,0.11580532072809964,92,Artist,0.11764705882352941,0.1111111111111111,Low
212,213,Male,0.8686868686868687,0.06316653857896344,70,Marketing,0.11764705882352941,0.4444444444444444,Low
213,214,Male,0.494949494949495,0.263193910745681,82,Lawyer,0.47058823529411764,0.1111111111111111,Low
214,215,Male,0.48484848484848486,0.5000684304167938,68,Doctor,0.11764705882352941,0.4444444444444444,Medium
215,216,Female,0.46464646464646464,0.3474159621842989,70,Healthcare,0.17647058823529413,0.3333333333333333,Medium
216,217,Male,0.797979797979798,0.1052775642982724,40,Doctor,0.35294117647058826,0.2222222222222222,Low
217,218,Female,0.8383838383838383,0.1842357375219767,99,Doctor,0.47058823529411764,0.2222222222222222,Low
218,219,Female,0.6666666666666666,0.373735353258867,34,Executive,0.5294117647058824,0.2222222222222222,Medium
219,220,Female,0.5959595959595959,0.4000547443334351,61,Artist,0.5294117647058824,0.1111111111111111,Medium
220,221,Female,0.3939393939393939,0.44216577005274404,33,Artist,0.29411764705882354,0.3333333333333333,Medium
221,222,Female,0.9595959595959596,0.3789992314737806,51,Engineer,0.23529411764705882,0.2222222222222222,Medium
222,223,Male,0.43434343434343436,0.17370798109214944,55,Artist,0.23529411764705882,0.3333333333333333,Low
223,224,Female,0.9393939393939394,0.48954067398696666,37,Healthcare,0.058823529411764705,0.5555555555555556,Medium
224,225,Female,0.40404040404040403,0.43690189183783046,48,Homemaker,0.23529411764705882,0.1111111111111111,Medium
225,226,Female,0.7878787878787878,0.12106919894301325,8,Engineer,0.058823529411764705,0.1111111111111111,Low
226,227,Female,0.25252525252525254,0.2105551285965448,77,Artist,0.29411764705882354,0.4444444444444444,Low
227,228,Male,0.7676767676767676,0.46848516112731214,86,Healthcare,0.5294117647058824,0.4444444444444444,Medium
228,229,Male,0.0,0.17370798109214944,64,Marketing,0.058823529411764705,0.1111111111111111,Low
229,230,Male,0.15151515151515152,0.49480455220188024,30,Healthcare,0.4117647058823529,0.2222222222222222,Medium
230,231,Female,0.06060606060606061,0.48954067398696666,53,Lawyer,0.47058823529411764,0.2222222222222222,Medium
231,232,Male,0.8484848484848485,0.03684714750439534,28,Healthcare,0.0,0.4444444444444444,Low
232,233,Female,0.6767676767676768,0.09474980786844515,88,Lawyer,0.0,0.2222222222222222,Low
233,234,Female,0.7878787878787878,0.01579163464474086,14,Healthcare,0.0,0.4444444444444444,Low
234,235,Female,0.04040404040404041,0.44216577005274404,54,Artist,0.5294117647058824,0.1111111111111111,Medium
235,236,Female,0.29292929292929293,0.3263604493246444,34,Healthcare,0.0,0.4444444444444444,Low
236,237,Male,0.9191919191919192,0.04737490393422258,96,Healthcare,0.058823529411764705,0.5555555555555556,Low
237,238,Male,0.9595959595959596,0.1894996157368903,35,Artist,0.0,0.4444444444444444,Low
238,239,Male,0.5555555555555556,0.19476349395180392,74,Lawyer,0.058823529411764705,0.4444444444444444,Low
239,240,Female,0.1414141414141414,0.263193910745681,11,Artist,0.058823529411764705,0.2222222222222222,Low
240,241,Male,0.9292929292929293,0.43690189183783046,16,Executive,0.058823529411764705,0.5555555555555556,Medium
241,242,Female,0.6565656565656566,0.41584637897817595,17,Artist,0.0,0.3333333333333333,Medium
242,243,Female,0.8484848484848485,0.2105551285965448,14,Healthcare,0.058823529411764705,0.4444444444444444,Low
243,244,Female,0.7777777777777778,0.24740227610094012,58,Artist,0.0,0.6666666666666666,Low
244,245,Female,0.5353535353535354,0.021055512859654478,20,Artist,0.0,0.4444444444444444,Low
245,246,Female,0.2828282828282828,0.20002737216671754,75,Entertainment,0.4117647058823529,0.2222222222222222,Low
246,247,Male,0.23232323232323232,0.0,96,Doctor,0.058823529411764705,0.3333333333333333,Low
247,248,Female,0.32323232323232326,0.03684714750439534,16,Artist,0.058823529411764705,0.2222222222222222,Low
248,249,Female,0.37373737373737376,0.2158190068114584,2,Artist,0.058823529411764705,0.2222222222222222,Low
249,250,Female,0.898989898989899,0.3421520839693853,0,Engineer,0.0,0.5555555555555556,Medium
250,251,Male,0.8080808080808081,0.1052775642982724,93,Engineer,0.058823529411764705,0.3333333333333333,Low
251,252,Female,0.2727272727272727,0.23161064145619928,65,Doctor,0.47058823529411764,0.1111111111111111,Low
252,253,Female,0.7878787878787878,0.01579163464474086,14,Artist,0.29411764705882354,0.4444444444444444,Low
253,254,Female,0.8686868686868687,0.3789992314737806,13,Lawyer,0.4117647058823529,0.3333333333333333,Medium
254,255,Female,0.46464646464646464,0.14212471180266772,32,Engineer,0.23529411764705882,0.4444444444444444,Low
255,256,Male,0.5959595959595959,0.4474296482676577,49,Lawyer,0.23529411764705882,0.2222222222222222,Medium
256,257,Male,0.12121212121212122,0.20002737216671754,18,Executive,0.5882352941176471,0.1111111111111111,Low
257,258,Male,0.797979797979798,0.38426310968869426,96,Homemaker,0.35294117647058826,0.7777777777777778,Medium
258,259,Female,0.797979797979798,0.33688820575447165,64,Artist,0.11764705882352941,0.3333333333333333,Medium
259,260,Male,0.26262626262626265,0.1368608335877541,60,Executive,0.35294117647058826,0.4444444444444444,Low
260,261,Female,0.6363636363636364,0.24740227610094012,16,Artist,0.11764705882352941,0.3333333333333333,Low
261,262,Female,0.5252525252525253,0.1842357375219767,85,Doctor,0.11764705882352941,0.6666666666666666,Low
262,263,Female,0.32323232323232326,0.1631802246623222,24,Lawyer,0.11764705882352941,0.3333333333333333,Low
263,264,Female,0.6464646464646465,0.06843041679387706,38,Engineer,0.17647058823529413,0.4444444444444444,Low
264,265,Female,0.37373737373737376,0.41584637897817595,10,Homemaker,0.058823529411764705,0.7777777777777778,Medium
265,266,Male,0.0707070707070707,0.4316380136229168,39,Entertainment,0.11764705882352941,0.2222222222222222,Medium
266,267,Female,0.40404040404040403,0.14738859001758137,68,Artist,0.058823529411764705,0.1111111111111111,Low
